,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,actor1_con,actor2_con,actor3_con,director_con,genre__con
181,Aa Gaya Hero,2017.0,123.0,Action,2.7,339.0,Dipankar Senapati,Govinda,Richa Sharma,Poonam Pandey,4.8,4.4,2.7,2.7,5.7
182,Aa Jao Please,2016.0,120.0,Drama,6.8,16.0,Azad Jain,Neha Chauhan,Ganraj Jadhav,Dipak Khetiya,6.8,6.8,6.8,6.8,6.3
183,Aaag Hi Aag,1999.0,131.11078355314197,Action,4.9,28.0,T.L.V. Prasad,Mithun Chakraborty,Jackie Shroff,Sneha,5.3,5.1,4.7,4.5,5.7
184,Aabra Ka Daabra,2004.0,144.0,Fantasy,2.4,264.0,Dheeraj Kumar,Naveen Bawa,Prabhu Deva,Satish Kaushik,2.4,4.6,5.5,2.4,6.2
185,Aabroo,1956.0,131.11078355314197,Romance,6.2,2029.1238422863191,Chaturbhuj Doshi,Kamini Kaushal,Kishore Kumar,Madan Puri,6.6,6.4,6.2,6.2,5.9
186,Aabroo,1968.0,170.0,"Comedy, Crime, Drama",5.5,21.0,C.L. Rawal,Ashok Kumar,Vimi,Rehman,6.4,6.0,6.5,6.2,5.7
188,Aabshar,1953.0,131.11078355314197,"Drama, Romance",5.0,5.0,Hasrat Lucknowi,Iftekhar,Kuldip Kaur,Raaj Kumar,5.8,5.2,6.4,5.0,5.9
191,Aadamkhor,1986.0,131.11078355314197,Action,5.5,6.0,Joginder Shelly,Sona Mastan Mirza,Joginder Shelly,Neelam Mehra,6.0,5.2,5.5,5.4,5.7
192,Aadamkhor,2018.0,72.0,Horror,7.4,150.0,Kshitij Sharma,Deeya Dey,Anoma Pabuwal,Mahendra Singh Rawat,7.4,6.1,7.4,6.1,5.4
193,Aadamkhor Hasina,2002.0,131.11078355314197,Action,6.2,2029.1238422863191,Salim Suma,Poonam Dasgupta,Raza Murad,Amit Pachori,6.2,5.8,5.5,5.8,5.7
197,Aadat Se Majboor,1982.0,105.0,"Action, Crime, Drama",5.5,28.0,Ambrish Sangal,Mithun Chakraborty,Rameshwari,Madan Puri,5.3,5.2,6.2,5.5,5.7
198,Aadha Din Aadhee Raat,1977.0,132.0,Action,5.1,18.0,Doondi,Jalal Agha,Vinod Khanna,Shabana Azmi,6.0,6.0,6.2,5.1,5.7
199,Aadhaar,2019.0,107.0,Drama,7.6,69.0,Suman Ghosh,Vineet Kumar Singh,Saurabh Shukla,Raghuvir Yadav,7.8,5.9,6.5,7.6,6.3
200,Aadhaar,2004.0,131.11078355314197,Drama,6.2,2029.1238422863191,Shorya Veer Saagar,Saurabh Agnihotri,Aryan Harnot,Pooja Raawat,6.2,6.2,6.2,6.2,6.3
201,Aadharshila,1982.0,154.0,Drama,6.4,19.0,Ashok Ahuja,Dolly Ahluwalia,Raja Bundela,Neena Gupta,6.2,6.1,5.9,6.4,6.3
202,Aadhe Adhure,1996.0,131.11078355314197,Drama,6.2,2029.1238422863191,Pooja Choudhary,Tushar Dalvi,Narendra Gupta,Rekha Purohit,6.2,6.2,6.2,6.2,6.3
203,Aadhi Bhagavan,2013.0,157.0,"Action, Crime, Thriller",5.4,568.0,Ameer Sultan,Jayam Ravi,Neetu Chandra,Sudha Chandran,5.4,6.4,4.8,5.4,5.4
207,Aadhi Raat,1950.0,115.0,"Drama, Romance",6.7,9.0,S.K. Ojha,Cuckoo,Jeevan,Kuldip Kaur,6.4,6.2,6.5,6.8,5.9
208,Aadhi Raat,1999.0,131.11078355314197,Horror,6.2,2029.1238422863191,Hriday Shankar,Manoj Bakshi,Satyendra Kapoor,Satnam Kaur,6.4,6.0,6.1,6.2,5.4
209,Aadhi Roti,1957.0,131.11078355314197,Drama,6.2,2029.1238422863191,Chandrakant,Prem Adib,Master Bhagwan,Daisy Irani,6.4,6.0,6.4,6.3,6.3
210,Aadhi Zindagi Aadhi Maut,1986.0,131.11078355314197,Thriller,6.2,2029.1238422863191,V. Menon,Aparajita,Abhi Bhattacharya,Sargam,5.2,6.2,6.2,5.0,5.9
212,Aadmi,1968.0,175.0,"Drama, Romance",6.8,196.0,A. Bhimsingh,Dilip Kumar,Waheeda Rehman,Manoj Kumar,7.0,6.8,7.0,6.8,5.9
213,Aadmi,1993.0,153.0,"Action, Crime, Drama",6.5,97.0,Arshad Khan,Ajit,Vikas Anand,Arjun,5.9,4.9,5.0,4.6,5.7
214,Aadmi Aur Apsara,1991.0,142.0,Fantasy,6.7,66.0,J. Om Prakash,K. Raghavendra Rao,Chiranjeevi,Amrish Puri,6.7,6.4,5.8,5.8,6.2
216,Aadmi Aur Insaan,1969.0,168.0,"Drama, Romance, Thriller",6.2,149.0,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan,5.8,6.4,6.7,7.0,5.0
217,Aadmi Khilona Hai,1993.0,158.0,"Drama, Romance",5.0,142.0,J. Om Prakash,Jeetendra,Reena Roy,Govinda,5.3,5.7,4.9,5.8,5.9
218,Aadmi Ki Aurat Aur Anya Kahaniya,2009.0,78.0,Drama,7.6,62.0,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi,7.6,7.6,7.6,7.6,6.3
219,Aadmi Sadak Ka,1977.0,138.0,"Drama, Family",5.4,34.0,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera,5.4,6.2,6.0,6.5,6.2
220,Aadupuliyattam,2016.0,145.0,Horror,4.2,266.0,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri,4.2,5.6,6.0,4.2,5.4
221,Aafat,1977.0,148.0,"Crime, Drama",5.3,17.0,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.,6.3,6.2,5.9,5.9,6.2
222,Aafat-e-Ishq,2021.0,131.11078355314197,"Comedy, Thriller",6.2,2029.1238422863191,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain,6.2,5.4,6.2,5.6,5.6
223,Aafreen,2021.0,131.11078355314197,Romance,6.2,2029.1238422863191,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty,6.2,6.2,6.2,6.2,5.9
224,Aag,1948.0,138.0,"Musical, Romance",7.4,357.0,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana,7.3,6.6,6.9,7.1,6.2
225,Aag,1967.0,131.11078355314197,"Action, Drama",6.2,29.0,Naresh Kumar,Feroz Khan,Mumtaz,Achala Sachdev,5.9,6.4,6.3,6.0,5.6
226,Aag,1994.0,139.0,"Action, Comedy, Drama",4.6,227.0,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre,4.8,4.8,5.1,4.9,5.5
227,Aag Andhi Aur Toofan,1994.0,131.11078355314197,"Action, Thriller",3.1,11.0,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar,4.6,5.6,5.4,5.3,5.6
228,Aag aur Angaray,1990.0,131.11078355314197,Action,6.2,2029.1238422863191,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover,5.7,5.7,5.4,6.2,5.7
229,Aag Aur Chingari,1994.0,133.0,Action,4.1,13.0,Kanti Shah,Alpana,Aparajita,Asrani,4.1,5.0,5.8,5.3,5.7
230,Aag Aur Daag,1970.0,131.11078355314197,"Action, Comedy, Drama",3.7,14.0,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan,5.9,5.4,6.0,5.7,5.5
232,Aag Aur Shola,1986.0,131.11078355314197,"Action, Drama, Romance",4.1,42.0,K. Bapaiah,Jeetendra,Sridevi,Mandakini,5.3,5.9,5.1,5.3,5.3
233,Aag Aur Shola,2001.0,131.11078355314197,Action,6.2,2029.1238422863191,Ravi Raja Pinisetty,Kiran Rathod,Flora Saini,Raj Shekhar,6.2,5.2,6.2,5.9,5.7
234,Aag Aur Tezaab,1998.0,131.11078355314197,Action,6.2,2029.1238422863191,Israr Ahmed,Jagdish Sidana,Satish Kaul,Kader Khan,6.2,6.3,5.5,4.9,5.7
235,Aag Aur Toofan,1975.0,131.11078355314197,"Action, Drama, Thriller",6.2,2029.1238422863191,Tanvir Ahmed,Mumtaz,Robin Kumar,Anwar Hussain,6.1,6.2,6.7,6.3,5.8
236,Aag Hi Aag,1987.0,170.0,Action,5.3,93.0,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee,5.8,5.7,6.1,5.2,5.7
237,Aag Ka Dariya,1990.0,131.11078355314197,Action,4.2,22.0,S.V. Rajendra Singh Babu,Avtar Gill,Rajiv Kapoor,Padmini Kolhapure,5.7,3.6,5.6,5.7,5.7
238,Aag Ka Dariya,1953.0,131.11078355314197,"Drama, Family",6.2,2029.1238422863191,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor,6.4,6.5,6.6,6.4,6.2
239,Aag Ka Gola,1990.0,180.0,"Action, Drama",4.8,101.0,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh,5.0,5.4,5.2,5.2,5.6
240,Aag Ka Gola,2002.0,131.11078355314197,Action,6.2,2029.1238422863191,Kishan Shah,Junior Amitabh Bachchan,Junior Mithun Chakraborthy,Junior Sanjay Dutt,6.2,6.2,6.2,6.1,5.7
241,Aag Ka Prem Yudh,2002.0,131.11078355314197,Action,6.2,2029.1238422863191,Thriller Manju,Rachana Maurya,Sanghavi,Upendra,6.2,5.6,6.2,6.2,5.7
242,Aag Ka Toofaan,1993.0,137.0,Action,4.8,21.0,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani,5.8,5.3,5.8,5.3,5.7
243,Aag Ke Sholay,1988.0,138.0,"Action, Thriller",3.4,7.0,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi,3.4,5.6,5.4,5.3,5.6
244,Aag Ke Sholay,2001.0,139.0,Action,6.2,2029.1238422863191,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu,5.9,6.1,5.7,5.3,5.7
245,Aag Laga Do Sawan Ko,1991.0,131.11078355314197,"Drama, Romance",5.7,7.0,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel,5.7,5.7,5.7,6.1,5.9
247,Aag Se Khelenge,1989.0,151.0,Action,5.0,52.0,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor,5.0,5.6,5.4,6.2,5.7
248,Aagaah: The Warning,2011.0,131.11078355314197,"Drama, Horror, Thriller",3.6,23.0,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain,5.0,5.8,5.3,4.3,4.7
249,Aage Badho,1947.0,131.11078355314197,Drama,6.0,6.0,Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum,6.8,6.0,6.1,6.2,6.3
250,Aage Badho,1972.0,131.11078355314197,Romance,6.2,2029.1238422863191,I.S. Johar,Dilip Dutt,Ambika Johar,Rajeev Kumar,6.4,6.4,6.2,6.2,5.9
252,Aage Ki Soch,1988.0,131.11078355314197,Comedy,4.8,30.0,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke,5.7,5.6,4.9,5.7,5.9
253,Aage Maut Peeche Maut,2001.0,78.0,Horror,3.1,7.0,A.T. Joy,Lekha Pande,Vimal Raj,Shakila,3.1,3.1,6.0,3.1,5.4
255,Aagey Se Right,2009.0,117.0,"Comedy, Crime, Drama",5.0,381.0,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra,5.3,5.8,6.1,5.6,5.7
256,Aaghaat,2000.0,131.11078355314197,Action,6.2,2029.1238422863191,Vijay Borade,Zaffar Abbas,Mohnish Bahl,Meena Bisht,6.2,5.8,6.2,6.2,5.7
257,Aaghaaz,2000.0,153.0,"Action, Crime, Drama",4.2,274.0,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar,4.6,4.9,5.3,4.2,5.7
258,Aaghosh,1953.0,131.11078355314197,"Drama, Romance",6.2,2029.1238422863191,R.D. Mathur,Agha,Nasir Khan,Leela Mishra,6.0,6.0,6.3,6.2,5.9
259,Aagman,1982.0,131.11078355314197,Drama,4.8,8.0,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria,5.0,6.1,4.8,5.8,6.3
260,Aah,1953.0,150.0,"Drama, Musical, Romance",7.2,275.0,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi,7.3,7.4,7.0,6.5,6.4
261,Aahat - Ek Ajeeb Kahani,1971.0,131.11078355314197,Thriller,6.4,10.0,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra,5.8,6.0,5.3,6.3,5.9
264,Aahuti,1978.0,135.0,"Action, Drama",6.0,25.0,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan,6.4,6.7,6.3,6.1,5.6
266,Aahvaan,2020.0,114.0,"Comedy, Horror",6.2,2029.1238422863191,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha,6.2,6.2,6.2,5.8,5.9
270,Aaina,1993.0,149.0,"Drama, Romance",6.0,448.0,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh,5.2,5.7,5.3,4.9,5.9
271,Aaina,1977.0,150.0,Drama,6.8,94.0,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal,6.1,6.2,6.4,7.0,6.3
272,Aaina,1944.0,131.11078355314197,"Drama, Romance",3.2,5.0,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope,5.2,5.8,6.1,5.7,5.9
273,Aaina,2019.0,60.0,Horror,6.2,2029.1238422863191,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha,6.2,6.2,6.2,6.2,5.4
274,Aaiyash: The Desire,2004.0,123.0,"Drama, Romance",6.2,2029.1238422863191,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija,6.2,5.4,6.2,5.6,5.9
275,Aaj,1987.0,116.0,Drama,5.5,281.0,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran,5.6,6.2,6.1,5.5,6.3
276,Aaj Aur Kal,1947.0,131.11078355314197,"Comedy, Sci-Fi",4.1,8.0,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed,5.5,6.1,4.1,6.4,5.8
277,Aaj Aur Kal,1963.0,144.0,"Drama, Romance",5.6,52.0,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda,6.4,6.5,6.0,5.8,5.9
278,Aaj Jaana Hai Ke Pyaar Kya Ha,2004.0,131.11078355314197,Romance,6.2,2029.1238422863191,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor,5.3,6.2,5.5,6.2,5.9
280,Aaj Ka Andha Kanoon,2003.0,46.0,Action,3.1,15.0,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali,4.8,4.6,3.1,3.1,5.7
281,Aaj Ka Arjun,1990.0,164.0,"Action, Crime, Drama",4.7,586.0,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar,6.1,5.5,5.9,4.4,5.7
282,Aaj Ka Daur,1985.0,153.0,"Action, Drama",5.1,40.0,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy,5.2,5.6,6.3,5.3,5.6
284,Aaj Ka Gang Leader,1993.0,131.11078355314197,Action,5.6,29.0,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha,5.6,6.4,6.2,6.1,5.7
285,Aaj Ka Goonda Raaj,1992.0,147.0,"Action, Thriller",5.3,144.0,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar,6.3,5.6,5.7,5.9,5.6
286,Aaj Ka Gunda,2001.0,131.11078355314197,"Action, Thriller",4.7,23.0,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor,5.8,6.1,5.5,5.3,5.6
287,Aaj Ka Gunda,1992.0,131.11078355314197,Action,6.2,2029.1238422863191,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti,6.3,6.3,6.2,5.9,5.7
288,Aaj Ka Gunda Raaj,2006.0,131.11078355314197,Action,6.0,46.0,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji,5.1,5.7,6.0,6.1,5.7
290,Aaj Ka Inteqaam,1991.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Rajni Bala,Jainendra,Jamuna,Neela,6.2,6.1,6.2,6.2,5.9
291,Aaj Ka Krantiveer,2004.0,131.11078355314197,Action,6.2,2029.1238422863191,Jayasudha,Nassar,Soundarya,Vijayakanth,5.8,5.5,6.2,6.2,5.7
292,Aaj Ka Laawaris,2006.0,131.11078355314197,Action,5.7,17.0,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar,6.2,5.7,5.7,5.0,5.7
293,Aaj Ka Mahaatma,1976.0,170.0,"Action, Romance",3.5,23.0,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet,5.6,5.7,5.4,5.4,5.0
294,Aaj Ka Maseeha,1995.0,131.11078355314197,Action,6.2,2029.1238422863191,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna,5.7,6.0,6.3,6.2,5.7
295,Aaj Ka Nanha Farishta,2000.0,131.11078355314197,"Action, Crime, Thriller",5.8,8.0,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar,5.1,4.9,5.7,5.8,5.4
297,Aaj Ka Ravan,2000.0,128.0,"Action, Crime",4.3,31.0,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,5.3,6.1,5.3,4.3,5.5
298,Aaj Ka Romeo,1995.0,131.11078355314197,Action,6.2,2029.1238422863191,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo,5.4,6.5,5.2,5.6,5.7
299,Aaj Ka Samson,1991.0,123.0,"Action, Romance",3.1,14.0,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor,5.2,5.2,5.4,4.3,5.0
300,Aaj Ka Shahen Shah,1997.0,131.11078355314197,Action,6.2,2029.1238422863191,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani,5.6,6.4,6.1,6.1,5.7
301,Aaj Ka Ye Ghar,1976.0,131.11078355314197,Drama,4.5,10.0,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma,6.0,6.1,4.5,4.5,6.3
302,Aaj Kaa M.L.A. Ram Avtar,1984.0,157.0,"Action, Drama",5.8,65.0,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma,6.4,6.3,6.8,5.5,5.6
304,Aaj Ke Angaarey,1988.0,128.0,"Action, Drama",5.0,26.0,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh,5.0,5.6,5.2,5.2,5.6
305,Aaj Ke Shahenshah,1990.0,132.0,Action,3.3,15.0,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday,5.3,5.5,4.4,5.2,5.7
306,Aaj Ke Sholey,1985.0,131.11078355314197,Adventure,5.3,37.0,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri,5.3,5.8,5.8,5.7,5.8
307,Aaj Ki Awaz,1984.0,137.0,"Action, Drama, Crime",5.6,79.0,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan,5.6,6.2,5.6,6.1,6.6
310,Aaj Ki Dhara,1979.0,131.11078355314197,Drama,6.2,2029.1238422863191,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar,6.5,5.9,6.4,6.1,6.3
311,Aaj Ki Duniya,1940.0,131.11078355314197,Drama,6.2,2029.1238422863191,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir,6.3,6.1,5.3,6.2,6.3
315,Aaj Ki Raat,1992.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Madhuri,Pratap,Raghu,Ravi,6.2,6.2,6.2,6.2,5.9
317,Aaj Ki Taaza Khabar,1973.0,131.11078355314197,Comedy,7.3,88.0,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar,7.3,5.7,6.2,6.7,5.9
318,Aaj Kie Aurat,1993.0,131.11078355314197,"Action, Drama",3.8,14.0,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta,5.3,5.4,4.6,4.7,5.6
321,Aaja Mere Raja,2000.0,131.11078355314197,Drama,6.2,2029.1238422863191,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen,5.8,5.7,4.9,6.2,6.3
323,Aaja Meri Jaan,1993.0,162.0,Romance,4.4,30.0,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor,4.8,4.4,5.9,5.0,5.9
324,Aaja Nachle,2007.0,137.0,"Drama, Family, Music",6.2,2998.0,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,5.9,6.8,6.5,6.2,5.5
325,Aaja Re O Sajana,1994.0,131.11078355314197,"Drama, Romance",6.2,2029.1238422863191,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar,6.3,6.2,5.5,6.2,5.9
326,Aaja Sanam,1968.0,121.0,"Drama, Romance",6.7,14.0,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma,5.9,6.4,6.8,6.6,5.9
327,Aaja Sanam,1994.0,131.11078355314197,"Drama, Romance",3.3,7.0,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp,5.1,5.8,3.3,4.8,5.9
328,Aakanksha,1993.0,120.0,Drama,6.2,2029.1238422863191,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar,6.4,7.4,4.8,6.2,6.3
330,Aakhir,1984.0,131.11078355314197,Comedy,6.2,2029.1238422863191,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep,6.0,6.2,6.0,6.2,5.9
331,Aakhir Kaun Thi Woh?,2000.0,131.11078355314197,"Action, Mystery, Thriller",4.4,5.0,Bapu,Raj Babbar,Raza Murad,Sripradha,5.6,5.8,4.8,6.1,5.1
332,Aakhir Kyon?,1985.0,131.11078355314197,Drama,6.6,158.0,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan,6.4,6.2,6.3,5.8,6.3
333,Aakhree Raasta,1986.0,164.0,"Action, Crime, Drama",7.1,1283.0,Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada,6.1,5.9,5.4,6.0,5.7
334,Aakhri Adaalat,1988.0,148.0,"Action, Thriller",5.2,78.0,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff,5.7,5.4,5.3,6.0,5.6
335,Aakhri Baazi,1989.0,149.0,"Action, Drama, Family",4.1,53.0,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda,5.4,6.1,4.9,5.5,5.5
336,Aakhri Badla,1989.0,120.0,"Action, Crime, Drama",5.0,21.0,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya,5.8,5.9,6.2,5.0,5.7
337,Aakhri Badla,2004.0,131.11078355314197,Action,6.2,2029.1238422863191,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan,6.2,6.5,5.3,6.2,5.7
338,Aakhri Cheekh,1991.0,131.11078355314197,Horror,4.8,47.0,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha,5.8,4.6,4.8,4.8,5.4
340,Aakhri Daao,1975.0,131.11078355314197,"Action, Crime, Drama",5.5,29.0,A. Salaam,Jeetendra,Saira Banu,Padma Khanna,5.3,6.4,6.2,5.7,5.7
341,Aakhri Daku,1978.0,131.11078355314197,Action,5.6,21.0,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha,5.6,6.0,6.1,5.9,5.7
342,Aakhri Dao,1958.0,131.11078355314197,Comedy,6.4,16.0,Mahesh Kaul,Nutan,Shekhar,Jeevan,6.4,6.0,6.2,6.6,5.9
343,Aakhri Dastak,2004.0,131.11078355314197,Drama,6.2,2029.1238422863191,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad,5.3,6.2,5.6,6.2,6.3
346,Aakhri Ghulam,1989.0,171.0,"Action, Crime, Drama",4.9,34.0,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher,5.3,4.4,5.6,5.2,5.7
347,Aakhri Goli,1977.0,131.11078355314197,Action,4.8,18.0,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal,6.1,6.2,5.6,5.2,5.7
348,Aakhri Insaaf,1980.0,131.11078355314197,"Action, Mystery",4.9,10.0,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar,5.3,5.9,6.1,5.9,5.5
349,Aakhri Inteqam,2002.0,131.11078355314197,Action,2.5,16.0,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori,4.8,2.5,5.5,2.9,5.7
350,Aakhri Kasam,1979.0,126.0,"Action, Thriller",6.3,7.0,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali,6.2,6.3,5.9,6.1,5.6
351,Aakhri Khat,1966.0,153.0,Drama,6.9,122.0,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty,6.4,6.3,6.9,7.0,6.3
352,Aakhri Khwahish-Ek Gunah Ki,2003.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo,5.3,6.2,5.5,6.2,5.9
353,Aakhri Mohabbat,1994.0,131.11078355314197,Romance,6.2,2029.1238422863191,Abhilasha,Girish,Ravi Menon,Raghu,6.2,6.2,6.2,6.2,5.9
354,Aakhri Mujra,1981.0,121.0,"Drama, Musical",6.2,2029.1238422863191,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab,6.7,6.2,6.2,6.2,6.5
357,Aakhri Nishchay,1988.0,131.11078355314197,Drama,6.2,2029.1238422863191,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi,4.6,6.2,5.4,6.2,6.3
359,Aakhri Raat,1999.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan,6.2,6.2,5.6,6.2,5.9
360,Aakhri Sajda,1977.0,110.0,Drama,6.2,2029.1238422863191,Helen,Jagdeep,Murad,Maya Sinha,5.9,6.2,6.2,6.1,6.3
361,Aakhri Sangam,1990.0,160.0,"Action, Romance",7.3,39.0,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian,5.8,7.3,7.3,7.3,5.0
362,Aakhri Sanghursh,1997.0,138.0,Action,2.8,17.0,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna,5.8,5.4,5.1,6.1,5.7
363,Aakhri Sauda: The Last Deal,2016.0,131.11078355314197,Thriller,6.2,2029.1238422863191,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra,6.2,6.2,6.2,5.6,5.9
364,Aakraman,1975.0,139.0,"Drama, History, Romance",6.3,44.0,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan,6.4,6.7,6.3,5.8,6.2
366,Aakrant,1988.0,131.11078355314197,Drama,6.2,2029.1238422863191,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya,5.4,6.8,6.2,6.0,6.3
367,Aakrosh,1980.0,144.0,"Crime, Drama, Music",7.9,887.0,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri,6.0,6.2,5.8,7.1,7.6
368,Aakrosh,2010.0,115.0,"Action, Crime, Thriller",7.0,3464.0,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu,5.3,6.1,5.5,6.2,5.4
